Date,Stage,Match,Team,Win,Enemy,Players,Pick,Role Pick,Ban,Role Ban,Spell,Emblem,Talent 1,Talent 2,Talent 3,Time,K,D,A,Gold,Level,Tower,Lord ,Turtle,"Buff 
Merah","Buff
 Biru"
4/20/2024,Regular Season,1,EVOS Glory,Lose,"Bigetron Alpha",Branz,Karrie,Marksman,Benedetta,Assassin/Fighter,Purify,Common,Firmness,Master Assassin,Brave Smite,23:18,5,3,3,18230,15,2,0,1,8,7
4/20/2024,Regular Season,2,"Bigetron Alpha",Lose,EVOS Glory,Xorizo,Barats,Tank/Fighter,Valentina,Mage,Flicker,Common,Agility,Tenacity,Brave Smite,11:56,0,2,0,5389,11,1,0,1,4,4
4/20/2024,Regular Season,2,"Bigetron Alpha",Lose,EVOS Glory,Kenn,Fanny,Assassin,Luo Yi,Mage,Retribution,Assassin,Thrill,Festival of Blood,Lethal Ignition,11:56,1,3,1,6906,13,1,0,1,4,4
4/20/2024,Regular Season,2,"Bigetron Alpha",Lose,EVOS Glory,Morenoo,Novaria,Mage,Faramis,Support/Mage,Sprint,Mage,Rupture,Wilderness Blessing.,Impure Rage,11:56,1,1,0,5671,11,1,0,1,4,4
4/20/2024,Regular Season,2,"Bigetron Alpha",Lose,EVOS Glory,Kyy,Arlott,Fighter/Assassin,Angela,Support,Flicker,Common,Thrill,Wilderness Blessing.,Brave Smite,11:56,0,5,1,4397,10,1,0,1,4,4
4/20/2024,Regular Season,2,"Bigetron Alpha",Lose,EVOS Glory,EMANN,Karrie,Marksman,Minotaur,Tank/Support,Flicker,Fighter,Agility,Master Assassin,Brave Smite,11:56,0,1,1,7096,12,1,0,1,4,4
4/20/2024,Regular Season,2,EVOS Glory,Win,"Bigetron Alpha",Fluffy,X.Borg,Fighter,Masha,Fighter/Tank,Flicker,Tank,Agility,Festival of Blood,Impure Rage,11:56,2,0,5,8275,14,7,1,2,7,8
4/20/2024,Regular Season,2,EVOS Glory,Win,"Bigetron Alpha",Anavel,Fredrinn,Fighter/Tank,Nolan,Assassin,Retribution,Tank,Thrill,Seasoned Hunter,Concussive Blast,11:56,1,1,10,7928,14,7,1,2,7,8
4/20/2024,Regular Season,2,EVOS Glory,Win,"Bigetron Alpha",Claw Kun,Gord,Mage,Mathilda,Support/Assassin,Flicker,Mage,Inspire,Wilderness Blessing.,Impure Rage,11:56,7,0,4,7699,12,7,1,2,7,8
4/20/2024,Regular Season,2,EVOS Glory,Win,"Bigetron Alpha",DreamS,Franco,Tank,Selena,Assassin/Mage,Flicker,Support,Agility,Pull Yourself Together,Focusing Mark,11:56,0,0,10,6133,12,7,1,2,7,8
4/20/2024,Regular Season,2,EVOS Glory,Win,"Bigetron Alpha",Branz,Natan,Marksman,Paquito,Fighter/Assassin,Purify,Mage,Thrill,Tenacity,Weakness Finder,11:56,2,1,6,9892,14,7,1,2,7,8
4/20/2024,Regular Season,3,"Bigetron Alpha",Lose,EVOS Glory,Xorizo,Paquito,Fighter/Assassin,Baxia,Tank,Sprint,Fighter,Agility,Festival of Blood,Quantum Charge,17:24,0,3,0,10465,15,6,1,0,6,6
4/20/2024,Regular Season,3,"Bigetron Alpha",Lose,EVOS Glory,Kenn,Fredrinn,Fighter/Tank,Alpha,Fighter,Retribution,Support,Vitality,Seasoned Hunter,Concussive Blast,17:24,3,4,5,9269,15,6,1,0,6,6
4/20/2024,Regular Season,3,"Bigetron Alpha",Lose,EVOS Glory,Morenoo,Gord,Mage,Natan,Marksman,Flicker,Mage,Rupture,Wilderness Blessing.,Impure Rage,17:24,4,4,4,9925,15,6,1,0,6,6
4/20/2024,Regular Season,3,"Bigetron Alpha",Lose,EVOS Glory,Kyy,Grock,Tank/Fighter,Angela,Support,Flicker,Common,Agility,Wilderness Blessing.,Quantum Charge,17:24,0,5,7,7812,15,6,1,0,6,6
4/20/2024,Regular Season,3,"Bigetron Alpha",Lose,EVOS Glory,EMANN,Claude,Marksman,Minotaur,Tank/Support,Sprint,Common,Agility,Tenacity,Quantum Charge,17:24,2,3,2,11135,15,6,1,0,6,6
4/20/2024,Regular Season,3,EVOS Glory,Win,"Bigetron Alpha",Fluffy,X.Borg,Fighter,Nolan,Assassin,Flicker,Tank,Agility,Festival of Blood,Impure Rage,17:24,4,1,4,11922,15,6,1,0,6,6
4/20/2024,Regular Season,3,EVOS Glory,Win,"Bigetron Alpha",Anavel,Barats,Tank/Fighter,Masha,Fighter/Tank,Retribution,Tank,Thrill,Seasoned Hunter,Concussive Blast,17:24,3,4,5,10977,15,9,1,3,8,10
4/20/2024,Regular Season,3,EVOS Glory,Win,"Bigetron Alpha",Claw Kun,Novaria,Mage,Mathilda,Support/Assassin,Flicker,Mage,Rupture,Wilderness Blessing.,Impure Rage,17:24,5,0,11,10808,15,9,1,3,8,10
4/20/2024,Regular Season,3,EVOS Glory,Win,"Bigetron Alpha",DreamS,Franco,Tank,Valentina,Mage,Flicker,Support,Agility,Pull Yourself Together,Focusing Mark,17:24,0,3,8,8621,15,9,1,3,8,10
4/20/2024,Regular Season,3,EVOS Glory,Win,"Bigetron Alpha",Branz,Roger,Fighter/Marksman,Luo Yi,Mage,Purify,Assassin,Thrill,Master Assassin,Quantum Charge,17:24,7,1,8,14854,15,9,1,3,8,10
4/21/2024,Regular Season,1,Alter Ego,Win,Rebellion Esports,Pai,Terizla,Fighter,X.Borg,Fighter,Flicker,Fighter,Vitality,Festival of Blood,Brave Smite,28:14,2,3,9,13794,15,9,2,1,13,10
4/21/2024,Regular Season,1,Alter Ego,Win,Rebellion Esports,Tazz,Roger,Fighter/Marksman,Luo Yi,Mage,Retribution,Assassin,Swift,Seasoned Hunter,Quantum Charge,28:14,2,2,12,19311,15,9,2,1,13,10
4/21/2024,Regular Season,1,Alter Ego,Win,Rebellion Esports,Cr1te,Vexana,Mage,Kaja,Support/Fighter,Flicker,Mage,Rupture,Wilderness Blessing.,Impure Rage,28:14,4,1,10,14137,15,9,2,1,13,10
4/21/2024,Regular Season,1,Alter Ego,Win,Rebellion Esports,Rekt,Angela,Support,Franco,Tank,Flicker,Support,Inspire,Bargain Hunter,Focusing Mark,28:14,3,2,10,14530,15,9,2,1,13,10
4/21/2024,Regular Season,1,Alter Ego,Win,Rebellion Esports,Nino,Cici,Fighter,Chip,Support/Tank,Vengeance,Fighter,Inspire,Festival of Blood,Brave Smite,28:14,4,1,9,19677,15,9,2,1,13,10
4/21/2024,Regular Season,1,Rebellion Esports,Lose,Alter Ego,Karss,Yu Zhong,Fighter,Joy,Assassin,Petrify,Fighter,Thrill,Festival of Blood,Quantum Charge,28:14,2,2,6,16088,15,5,2,2,12,13
4/21/2024,Regular Season,1,Rebellion Esports,Lose,Alter Ego,Vincentt,Baxia,Tank,Ruby,Fighter/Tank,Retribution,Tank,Firmness,Seasoned Hunter,Concussive Blast,28:14,2,6,5,12542,15,5,2,2,12,13
4/21/2024,Regular Season,1,Rebellion Esports,Lose,Alter Ego,SwayLow,Novaria,Mage,Faramis,Support/Mage,Flicker,Assassin,Inspire,Wilderness Blessing.,Impure Rage,28:14,3,1,5,16179,15,5,2,2,12,13
4/21/2024,Regular Season,1,Rebellion Esports,Lose,Alter Ego,AudyTzy,Minotaur,Tank/Support,Nolan,Assassin,Flicker,Tank,Firmness,Tenacity,Concussive Blast,28:14,1,6,5,12349,15,5,2,2,12,13
4/21/2024,Regular Season,1,Rebellion Esports,Lose,Alter Ego,Deee,Karrie,Marksman,Mathilda,Support/Assassin,Flicker,Fighter,Swift,Tenacity,Brave Smite,28:14,1,0,4,19714,15,5,2,2,12,13
4/21/2024,Regular Season,2,Alter Ego,Lose,Rebellion Esports,Pai,Masha,Fighter/Tank,X.Borg,Fighter,Flicker,Assassin,Rupture,Bargain Hunter,Lethal Ignition,16:10,5,5,3,9003,14,1,0,0,6,4
4/21/2024,Regular Season,2,Alter Ego,Lose,Rebellion Esports,Tazz,Akai,Tank,Luo Yi,Mage,Retribution,Tank,Thrill,Seasoned Hunter,Concussive Blast,16:10,1,4,7,7301,14,1,0,0,6,4
4/21/2024,Regular Season,2,Alter Ego,Lose,Rebellion Esports,Cr1te,Kadita,Mage/Assassin,Kaja,Support/Fighter,Petrify,Assassin,Rupture,Wilderness Blessing.,Lethal Ignition,16:10,1,3,5,6761,13,1,0,0,6,4
4/21/2024,Regular Season,2,Alter Ego,Lose,Rebellion Esports,Rekt,Chou,Fighter,Minotaur,Tank/Support,Flicker,Tank,Firmness,Wilderness Blessing.,Concussive Blast,16:10,0,7,8,6602,12,1,0,0,6,4
4/21/2024,Regular Season,2,Alter Ego,Lose,Rebellion Esports,Nino,Roger,Fighter/Marksman,Floryn,Support,Purify,Assassin,Thrill,Master Assassin,Quantum Charge,16:10,4,2,3,12643,15,1,0,0,6,4
4/21/2024,Regular Season,2,Rebellion Esports,Win,Alter Ego,Karss,Paquito,Fighter/Assassin,Luo Yi,Mage,Flicker,Fighter,Rupture,Festival of Blood,Quantum Charge,16:10,9,3,5,11871,15,8,2,3,6,11
4/21/2024,Regular Season,2,Rebellion Esports,Win,Alter Ego,Vincentt,Baxia,Tank,Terizla,Fighter,Retribution,Tank,Firmness,Seasoned Hunter,Concussive Blast,16:10,2,3,13,9710,15,8,2,3,6,11
4/21/2024,Regular Season,2,Rebellion Esports,Win,Alter Ego,SwayLow,Faramis,Support/Mage,Angela,Support,Purify,Mage,Inspire,Wilderness Blessing.,Lethal Ignition,16:10,1,3,13,9083,15,8,2,3,6,11
4/21/2024,Regular Season,2,Rebellion Esports,Win,Alter Ego,AudyTzy,Ruby,Fighter/Tank,Nolan,Assassin,Flicker,Tank,Firmness,Wilderness Blessing.,Brave Smite,16:10,0,1,14,8533,15,8,2,3,6,11
4/21/2024,Regular Season,2,Rebellion Esports,Win,Alter Ego,Deee,Natalia,Assassin,Mathilda,Support/Assassin,Purify,Mage,Thrill,Tenacity,Quantum Charge,16:10,9,1,6,13454,15,8,2,3,6,11
4/21/2024,Regular Season,3,Alter Ego,Lose,Rebellion Esports,Pai,Lapu-Lapu,Fighter,Kaja,Support/Fighter,Flicker,Fighter,Rupture,Festival of Blood,Brave Smite,22:03,1,3,1,11747,15,5,0,3,10,12
4/21/2024,Regular Season,3,Alter Ego,Lose,Rebellion Esports,Tazz,Roger,Fighter/Marksman,Luo Yi,Mage,Retribution,Assassin,Swift,Seasoned Hunter,Quantum Charge,22:03,3,2,3,16189,15,5,0,3,10,12
4/21/2024,Regular Season,3,Alter Ego,Lose,Rebellion Esports,Cr1te,Novaria,Mage,X.Borg,Fighter,Flicker,Assassin,Rupture,Wilderness Blessing.,Impure Rage,22:03,1,0,5,14261,15,5,0,3,10,12
4/21/2024,Regular Season,3,Alter Ego,Lose,Rebellion Esports,Rekt,Grock,Tank/Fighter,Paquito,Fighter/Assassin,Flicker,Common,Agility,Wilderness Blessing.,Brave Smite,22:03,1,4,1,9651,15,5,0,3,10,12
4/21/2024,Regular Season,3,Alter Ego,Lose,Rebellion Esports,Nino,Ruby,Fighter/Tank,Benedetta,Assassin/Fighter,Flicker,Fighter,Thrill,Festival of Blood,Brave Smite,22:03,1,4,1,11709,15,5,0,3,10,12
4/21/2024,Regular Season,3,Rebellion Esports,Win,Alter Ego,Karss,Cici,Fighter,Floryn,Support,Vengeance,Fighter,Agility,Festival of Blood,Brave Smite,22:03,5,1,5,15848,15,9,4,0,10,8
4/21/2024,Regular Season,3,Rebellion Esports,Win,Alter Ego,Vincentt,Baxia,Tank,Terizla,Fighter,Retribution,Tank,Firmness,Seasoned Hunter,Concussive Blast,22:03,1,1,8,12051,15,9,4,0,10,8
4/21/2024,Regular Season,3,Rebellion Esports,Win,Alter Ego,SwayLow,Faramis,Support/Mage,Angela,Support,Flicker,Mage,Inspire,Wilderness Blessing.,Lethal Ignition,22:03,4,2,6,11627,15,9,4,0,10,8
4/21/2024,Regular Season,3,Rebellion Esports,Win,Alter Ego,AudyTzy,Minotaur,Tank/Support,Nolan,Assassin,Flicker,Tank,Firmness,Tenacity,Concussive Blast,22:03,0,2,11,10707,15,9,4,0,10,8
4/21/2024,Regular Season,3,Rebellion Esports,Win,Alter Ego,Deee,Natan,Marksman,Mathilda,Support/Assassin,Purify,Mage,Thrill,Bargain Hunter,Quantum Charge,22:03,3,1,3,14744,15,9,4,0,10,8
4/21/2024,Regular Season,1,"ONIC",Win,Geek Fam ID, Lutpiii,Paquito,Fighter/Assassin,Guinevere,Fighter,Flicker,Fighter,Rupture,Festival of Blood,Quantum Charge,17:41,1,1,13,11624,15,9,2,0,11,11
4/21/2024,Regular Season,1,"ONIC",Win,Geek Fam ID,Kairi,Fredrinn,Fighter/Tank,Selena,Assassin/Mage,Retribution,Support,Vitality,Seasoned Hunter,Brave Smite,17:41,5,1,13,11827,15,9,2,0,11,11
4/21/2024,Regular Season,1,"ONIC",Win,Geek Fam ID,Sanz,Luo Yi,Mage,Minotaur,Tank/Support,Flicker,Mage,Rupture,Wilderness Blessing.,Lethal Ignition,17:41,8,1,10,12131,15,9,2,0,11,11
4/21/2024,Regular Season,1,"ONIC",Win,Geek Fam ID,Kiboy,Masha,Fighter/Tank,Barats,Tank/Fighter,Flicker,Assassin,Rupture,Bargain Hunter,Lethal Ignition,17:41,6,4,5,11241,15,9,2,0,11,11
4/21/2024,Regular Season,1,"ONIC",Win,Geek Fam ID,CW,Roger,Fighter/Marksman,Baxia,Tank,Flicker,Assassin,Swift,Master Assassin,Quantum Charge,17:41,4,1,8,13814,15,9,2,0,11,11
4/21/2024,Regular Season,1,Geek Fam ID,Lose,"ONIC",Luke,Arlott,Fighter/Assassin,Joy,Assassin,Flicker,Common,Agility,Tenacity,Brave Smite,17:41,2,6,1,10039,15,0,1,3,5,7
4/21/2024,Regular Season,1,Geek Fam ID,Lose,"ONIC",Hazle,Akai,Tank,Nolan,Assassin,Retribution,Tank,Swift,Seasoned Hunter,Concussive Blast,17:41,2,5,2,8802,15,0,1,3,5,7
4/21/2024,Regular Season,1,Geek Fam ID,Lose,"ONIC",Aboy,Novaria,Mage,Mathilda,Support/Assassin,Flicker,Mage,Rupture,Wilderness Blessing.,Impure Rage,17:41,2,3,4,10743,15,0,1,3,5,7
4/21/2024,Regular Season,1,Geek Fam ID,Lose,"ONIC",Baloyskie,Kaja,Support/Fighter,Terizla,Fighter,Flicker,Support,Inspire,Wilderness Blessing.,Quantum Charge,17:41,2,5,4,8754,15,0,1,3,5,7
4/21/2024,Regular Season,1,Geek Fam ID,Lose,"ONIC",Caderaa,Claude,Marksman,Ruby,Fighter/Tank,Purify,Common,Agility,Tenacity,Brave Smite,17:41,0,5,3,10750,15,0,1,3,5,7
4/21/2024,Regular Season,2,Geek Fam ID,Lose,"ONIC",Luke,Lapu-Lapu,Fighter,Joy,Assassin,Flicker,Fighter,Rupture,Festival of Blood,Brave Smite,15:24,4,1,7,9809,15,8,2,1,7,8
4/21/2024,Regular Season,2,Geek Fam ID,Lose,"ONIC",Hazle,Baxia,Tank,Arlott,Fighter/Assassin,Retribution,Tank,Firmness,Seasoned Hunter,Concussive Blast,15:24,3,0,10,9077,15,8,2,1,7,8
4/21/2024,Regular Season,2,Geek Fam ID,Lose,"ONIC",Aboy,Valentina,Mage,Mathilda,Support/Assassin,Purify,Mage,Inspire,Wilderness Blessing.,Quantum Charge,15:24,2,1,10,9804,15,8,2,1,7,8
4/21/2024,Regular Season,2,Geek Fam ID,Lose,"ONIC",Baloyskie,Floryn,Support,Fanny,Assassin,Flicker,Support,Firmness,Wilderness Blessing.,Focusing Mark,15:24,0,2,11,7840,14,8,2,1,7,8
4/21/2024,Regular Season,2,Geek Fam ID,Lose,"ONIC",Caderaa,Claude,Marksman,Masha,Fighter/Tank,Purify,Common,Agility,Tenacity,Brave Smite,15:24,5,1,6,11711,15,8,2,1,7,8
4/21/2024,Regular Season,2,"ONIC",Win,Geek Fam ID, Lutpiii,Barats,Tank/Fighter,Angela,Support,Flicker,Common,Agility,Tenacity,Brave Smite,15:24,0,7,4,7074,13,4,0,2,7,8
4/21/2024,Regular Season,2,"ONIC",Win,Geek Fam ID,Kairi,Lancelot,Assassin,X.Borg,Fighter,Retribution,Assassin,Thrill,Seasoned Hunter,Quantum Charge,15:24,4,2,1,10978,15,4,0,2,7,8
4/21/2024,Regular Season,2,"ONIC",Win,Geek Fam ID,Sanz,Faramis,Support/Mage,Fredrinn,Fighter/Tank,Flicker,Mage,Inspire,Wilderness Blessing.,Lethal Ignition,15:24,0,2,4,6862,13,4,0,2,7,8
4/21/2024,Regular Season,2,"ONIC",Win,Geek Fam ID,Kiboy,Chou,Fighter,Nolan,Assassin,Flicker,Tank,Inspire,Wilderness Blessing.,Concussive Blast,15:24,0,2,3,6494,13,4,0,2,7,8
4/21/2024,Regular Season,2,"ONIC",Win,Geek Fam ID,CW,Roger,Fighter/Marksman,Minotaur,Tank/Support,Flicker,Assassin,Swift,Master Assassin,Weakness Finder,15:24,1,1,0,10673,15,4,0,2,7,8
4/21/2024,Regular Season,3,Geek Fam ID,Lose,"ONIC",Luke,Faramis,Support/Mage,Joy,Assassin,Flicker,Fighter,Rupture,Festival of Blood,Brave Smite,14:52,0,4,2,6927,13,0,0,1,6,7
4/21/2024,Regular Season,3,Geek Fam ID,Lose,"ONIC",Hazle,Baxia,Tank,Arlott,Fighter/Assassin,Retribution,Tank,Vitality,Seasoned Hunter,Concussive Blast,14:52,2,3,4,7185,14,0,0,1,6,7
4/21/2024,Regular Season,3,Geek Fam ID,Lose,"ONIC",Aboy,Novaria,Mage,Mathilda,Support/Assassin,Flicker,Mage,Rupture,Wilderness Blessing.,Impure Rage,14:52,1,2,5,8721,14,0,0,1,6,7
4/21/2024,Regular Season,3,Geek Fam ID,Lose,"ONIC",Baloyskie,Angela,Support,Masha,Fighter/Tank,Flicker,Common,Agility,Wilderness Blessing.,Impure Rage,14:52,2,2,4,6846,13,0,0,1,6,7
4/21/2024,Regular Season,3,Geek Fam ID,Lose,"ONIC",Caderaa,Roger,Fighter/Marksman,Terizla,Fighter,Purify,Assassin,Rupture,Master Assassin,Quantum Charge,14:52,1,3,3,8324,13,0,0,1,6,7
4/21/2024,Regular Season,3,"ONIC",Win,Geek Fam ID, Lutpiii,Fredrinn,Fighter/Tank,Karrie,Marksman,Flicker,Tank,Vitality,Tenacity,Brave Smite,14:52,0,1,9,7458,13,7,1,2,7,8
4/21/2024,Regular Season,3,"ONIC",Win,Geek Fam ID,Kairi,Fanny,Assassin,Selena,Assassin/Mage,Retribution,Assassin,Thrill,Master Assassin,Lethal Ignition,14:52,10,1,0,12520,15,7,1,2,7,8
4/21/2024,Regular Season,3,"ONIC",Win,Geek Fam ID,Sanz,Luo Yi,Mage,Faramis,Support/Mage,Flicker,Mage,Rupture,Wilderness Blessing.,Lethal Ignition,14:52,2,1,9,8844,14,7,1,2,7,8
4/21/2024,Regular Season,3,"ONIC",Win,Geek Fam ID,Kiboy,Guinevere,Fighter,Nolan,Assassin,Flicker,Tank,Inspire,Wilderness Blessing.,Brave Smite,14:52,1,1,8,7208,13,7,1,2,7,8
4/21/2024,Regular Season,3,"ONIC",Win,Geek Fam ID,CW,Claude,Marksman,Minotaur,Tank/Support,Sprint,Common,Swift,Tenacity,Quantum Charge,14:52,1,2,4,10223,15,7,1,2,7,8
4/21/2024,Regular Season,1,AURA Fire,Win,"Dewa United Esports",Aran,Cici,Fighter,Novaria,Mage,Purify,Fighter,Agility,Festival of Blood,Brave Smite,20:59,3,2,4,13989,15,9,3,3,11,14
4/21/2024,Regular Season,1,AURA Fire,Win,"Dewa United Esports",Gugun,Barats,Tank/Fighter,Faramis,Support/Mage,Retribution,Tank,Vitality,Seasoned Hunter,Concussive Blast,20:59,0,2,9,13482,15,9,3,3,11,14
4/21/2024,Regular Season,1,AURA Fire,Win,"Dewa United Esports",Yehezkiel,Luo Yi,Mage,X.Borg,Fighter,Flicker,Mage,Inspire,Wilderness Blessing.,Impure Rage,20:59,1,5,10,10286,15,9,3,3,11,14
4/21/2024,Regular Season,1,AURA Fire,Win,"Dewa United Esports",Yawi,Kaja,Support/Fighter,Mathilda,Support/Assassin,Flicker,Tank,Agility,Wilderness Blessing.,Quantum Charge,20:59,2,3,9,9943,15,9,3,3,11,14
4/21/2024,Regular Season,1,AURA Fire,Win,"Dewa United Esports",Kabuki,Karrie,Marksman,Masha,Fighter/Tank,Flicker,Common,Swift,Master Assassin,Brave Smite,20:59,7,3,2,13551,15,9,3,3,11,14
4/21/2024,Regular Season,1,"Dewa United Esports",Lose,AURA Fire,Kimura,Arlott,Fighter/Assassin,Angela,Support,Flicker,Common,Firmness,Tenacity,Brave Smite,20:59,2,4,11,9892,15,2,0,0,6,5
4/21/2024,Regular Season,1,"Dewa United Esports",Lose,AURA Fire,Garry,Akai,Tank,Joy,Assassin,Retribution,Tank,Firmness,Seasoned Hunter,Concussive Blast,20:59,1,4,12,10862,15,2,0,0,6,5
4/21/2024,Regular Season,1,"Dewa United Esports",Lose,AURA Fire,Keyz,Valentina,Mage,Harith,Mage,Flicker,Common,Rupture,Wilderness Blessing.,Impure Rage,20:59,4,1,6,12410,15,2,0,0,6,5
4/21/2024,Regular Season,1,"Dewa United Esports",Lose,AURA Fire,Drian,Chip,Support/Tank,Minotaur,Tank/Support,Flicker,Tank,Firmness,Wilderness Blessing.,Concussive Blast,20:59,2,3,13,9339,15,2,0,0,6,5
4/21/2024,Regular Season,1,"Dewa United Esports",Lose,AURA Fire,Watt,Roger,Fighter/Marksman,Grock,Tank/Fighter,Purify,Assassin,Thrill,Seasoned Hunter,Quantum Charge,20:59,6,1,4,15193,15,2,0,0,6,5
4/21/2024,Regular Season,2,"Dewa United Esports",Lose,AURA Fire,Kimura,X.Borg,Fighter,Joy,Assassin,Flicker,Tank,Agility,Festival of Blood,Impure Rage,22:44,4,1,4,13933,15,3,0,2,5,6
4/21/2024,Regular Season,2,"Dewa United Esports",Lose,AURA Fire,Garry,Fredrinn,Fighter/Tank,Luo Yi,Mage,Retribution,Support,Firmness,Seasoned Hunter,Impure Rage,22:44,2,3,6,10683,15,3,0,2,5,6
4/21/2024,Regular Season,2,"Dewa United Esports",Lose,AURA Fire,Keyz,Angela,Support,Novaria,Mage,Flicker,Mage,Inspire,Bargain Hunter,Focusing Mark,22:44,3,1,7,13048,15,3,0,2,5,6
4/21/2024,Regular Season,2,"Dewa United Esports",Lose,AURA Fire,Drian,Minotaur,Tank/Support,Harith,Mage,Flicker,Tank,Firmness,Tenacity,Concussive Blast,22:44,0,2,6,10292,15,3,0,2,5,6
4/21/2024,Regular Season,2,"Dewa United Esports",Lose,AURA Fire,Watt,Karrie,Marksman,Kaja,Support/Fighter,Purify,Fighter,Firmness,Master Assassin,Brave Smite,22:44,2,3,3,16543,15,3,0,2,5,6
4/21/2024,Regular Season,2,AURA Fire,Win,"Dewa United Esports",Aran,Paquito,Fighter/Assassin,Natan,Marksman,Sprint,Fighter,Rupture,Festival of Blood,Lethal Ignition,22:44,4,3,2,14214,15,9,4,1,14,15
4/21/2024,Regular Season,2,AURA Fire,Win,"Dewa United Esports",Gugun,Barats,Tank/Fighter,Claude,Marksman,Retribution,Tank,Thrill,Seasoned Hunter,Concussive Blast,22:44,1,4,4,13501,15,9,4,1,14,15
4/21/2024,Regular Season,2,AURA Fire,Win,"Dewa United Esports",Yehezkiel,Valentina,Mage,Mathilda,Support/Assassin,Flicker,Mage,Inspire,Wilderness Blessing.,Impure Rage,22:44,0,1,10,13024,15,9,4,1,14,15
4/21/2024,Regular Season,2,AURA Fire,Win,"Dewa United Esports",Yawi,Grock,Tank/Fighter,Chip,Support/Tank,Flicker,Mage,Agility,Wilderness Blessing.,Quantum Charge,22:44,0,2,6,10442,15,9,4,1,14,15
4/21/2024,Regular Season,2,AURA Fire,Win,"Dewa United Esports",Kabuki,Roger,Fighter/Marksman,Masha,Fighter/Tank,Flicker,Common,Thrill,Master Assassin,Weakness Finder,22:44,5,1,3,15023,15,9,4,1,14,15
4/26/2024,Regular Season,1,"Bigetron Alpha",Win,Geek Fam ID,Lord JM,Benedetta,Assassin/Fighter,Luo Yi,Mage,Petrify,Fighter,Rupture,Festival of Blood,Lethal Ignition,13:00,1,3,5,8392,14,8,1,2,7,7
4/26/2024,Regular Season,1,"Bigetron Alpha",Win,Geek Fam ID,Kenn,Fredrinn,Fighter/Tank,Ruby,Fighter/Tank,Retribution,Tank,Thrill,Seasoned Hunter,Concussive Blast,13:00,4,1,5,8047,14,8,1,2,7,7
4/26/2024,Regular Season,1,"Bigetron Alpha",Win,Geek Fam ID,Morenoo,Valentina,Mage,Minotaur,Tank/Support,Flicker,Mage,Inspire,Wilderness Blessing.,Quantum Charge,13:00,2,0,11,8574,14,8,1,2,7,7
4/26/2024,Regular Season,1,"Bigetron Alpha",Win,Geek Fam ID,Kyy,Mathilda,Support/Assassin,Lapu-Lapu,Fighter,Flicker,Support,Inspire,Wilderness Blessing.,Quantum Charge,13:00,1,1,16,7411,13,8,1,2,7,7
4/26/2024,Regular Season,1,"Bigetron Alpha",Win,Geek Fam ID,EMANN,Harith,Mage,Angela,Support,Flicker,Mage,Inspire,Bargain Hunter,Impure Rage,13:00,9,0,5,11676,15,8,1,2,7,7
4/26/2024,Regular Season,1,Geek Fam ID,Lose,"Bigetron Alpha",Luke,Khaleed,Fighter,Fanny,Assassin,Flicker,Assassin,Rupture,Master Assassin,Lethal Ignition,13:00,2,5,2,6929,12,2,0,1,3,5
4/26/2024,Regular Season,1,Geek Fam ID,Lose,"Bigetron Alpha",Hazle,Baxia,Tank,Paquito,Fighter/Assassin,Retribution,Tank,Thrill,Seasoned Hunter,Concussive Blast,13:00,0,3,3,6042,12,2,0,1,3,5
4/26/2024,Regular Season,1,Geek Fam ID,Lose,"Bigetron Alpha",Aboy,Novaria,Mage,Chip,Support/Tank,Flicker,Mage,Rupture,Wilderness Blessing.,Impure Rage,13:00,1,2,3,7235,13,2,0,1,3,5
4/26/2024,Regular Season,1,Geek Fam ID,Lose,"Bigetron Alpha",Baloyskie,Estes,Support,Nolan,Assassin,Flicker,Support,Firmness,Tenacity,Quantum Charge,13:00,2,4,3,5362,11,2,0,1,3,5
4/26/2024,Regular Season,1,Geek Fam ID,Lose,"Bigetron Alpha",Markyyyyy,Claude,Marksman,Joy,Assassin,Purify,Common,Agility,Tenacity,Quantum Charge,13:00,0,3,2,8933,13,2,0,1,3,5
4/26/2024,Regular Season,2,"Bigetron Alpha",Win,Geek Fam ID,Lord JM,Terizla,Fighter,Mathilda,Support/Assassin,Flicker,Fighter,Agility,Festival of Blood,Brave Smite,"10:52",2,0,4,6941,12,8,1,3,5,6
4/26/2024,Regular Season,2,"Bigetron Alpha",Win,Geek Fam ID,Kenn,Fredrinn,Fighter/Tank,Luo Yi,Mage,Retribution,Tank,Thrill,Seasoned Hunter,Concussive Blast,"10:52",4,0,4,6710,13,8,1,3,5,6
4/26/2024,Regular Season,2,"Bigetron Alpha",Win,Geek Fam ID,Morenoo,Lylia,Mage,Minotaur,Tank/Support,Sprint,Mage,Inspire,Wilderness Blessing.,Impure Rage,"10:52",2,0,7,7398,12,8,1,3,5,6
4/26/2024,Regular Season,2,"Bigetron Alpha",Win,Geek Fam ID,Kyy,Angela,Support,Valentina,Mage,Flicker,Support,Inspire,Bargain Hunter,Focusing Mark,"10:52",0,0,9,6811,12,8,1,3,5,6
4/26/2024,Regular Season,2,"Bigetron Alpha",Win,Geek Fam ID,EMANN,Harith,Mage,X.Borg,Fighter,Flicker,Mage,Inspire,Bargain Hunter,Impure Rage,"10:52",3,0,4,9977,14,8,1,3,5,6
